SAL_avg,CellID,Date
32.43718147,582,2012/1/1
32.47451019,582,2012/1/2
32.54140091,582,2012/1/3
32.35971069,582,2012/1/4
31.94531218,582,2012/1/5
31.83713881,582,2012/1/6
31.62256781,582,2012/1/7
31.69568888,582,2012/1/8
31.86465136,582,2012/1/9
31.915953,582,2012/1/10
31.92669551,582,2012/1/11
31.89115047,582,2012/1/12
31.81159083,582,2012/1/13
31.68991152,582,2012/1/14
31.75962893,582,2012/1/15
31.74805419,582,2012/1/16
31.4573698,582,2012/1/17
31.8309412,582,2012/1/18
32.14594269,582,2012/1/19
31.96212705,582,2012/1/20
31.96299267,582,2012/1/21
32.01259804,582,2012/1/22
31.96253649,582,2012/1/23
31.83760039,582,2012/1/24
31.77383582,582,2012/1/25
31.74244912,582,2012/1/26
31.66985798,582,2012/1/27
31.60463524,582,2012/1/28
31.66237831,582,2012/1/29
31.66873201,582,2012/1/30
31.69534556,582,2012/1/31
31.78180631,582,2012/2/1
31.88585885,582,2012/2/2
31.89372826,582,2012/2/3
31.87911129,582,2012/2/4
31.85646915,582,2012/2/5
31.82695198,582,2012/2/6
31.78961658,582,2012/2/7
31.74922816,582,2012/2/8
31.77164141,582,2012/2/9
31.77836927,582,2012/2/10
31.7515227,582,2012/2/11
31.74989764,582,2012/2/12
31.75669924,582,2012/2/13
31.85250632,582,2012/2/14
31.88709291,582,2012/2/15
32.12806892,582,2012/2/16
32.17906952,582,2012/2/17
32.21816889,582,2012/2/18
32.21892166,582,2012/2/19
32.19080353,582,2012/2/20
32.03417365,582,2012/2/21
31.99524752,582,2012/2/22
31.95666122,582,2012/2/23
31.88159529,582,2012/2/24
31.91929595,582,2012/2/25
32.07980061,582,2012/2/26
32.11028735,582,2012/2/27
32.25245349,582,2012/2/28
32.3342406,582,2012/2/29
32.47422345,582,2012/3/1
32.52757517,582,2012/3/2
32.54022535,582,2012/3/3
32.49434789,582,2012/3/4
32.46442795,582,2012/3/5
32.40039253,582,2012/3/6
32.37199084,582,2012/3/7
32.3468736,582,2012/3/8
32.44101652,582,2012/3/9
32.43635114,582,2012/3/10
32.370327,582,2012/3/11
32.25207583,582,2012/3/12
32.19984118,582,2012/3/13
32.18713506,582,2012/3/14
32.24859746,582,2012/3/15
32.28905869,582,2012/3/16
32.34628232,582,2012/3/17
32.42434247,582,2012/3/18
32.40861893,582,2012/3/19
32.34614817,582,2012/3/20
32.31192652,582,2012/3/21
32.32550812,582,2012/3/22
32.36969503,582,2012/3/23
32.43023554,582,2012/3/24
32.43950971,582,2012/3/25
32.43281492,582,2012/3/26
32.41076152,582,2012/3/27
32.17394574,582,2012/3/28
32.16182772,582,2012/3/29
32.36689059,582,2012/3/30
32.35312589,582,2012/3/31
32.34610685,582,2012/4/1
32.32221603,582,2012/4/2
32.24384181,582,2012/4/3
32.10687892,582,2012/4/4
32.12999916,582,2012/4/5
32.1416289,582,2012/4/6
32.02380943,582,2012/4/7
31.73761654,582,2012/4/8
31.82532692,582,2012/4/9
31.90820758,582,2012/4/10
31.95690441,582,2012/4/11
32.09605598,582,2012/4/12
32.06953271,582,2012/4/13
31.7794927,582,2012/4/14
32.12443574,582,2012/4/15
32.32916005,582,2012/4/16
32.29771678,582,2012/4/17
32.27508163,582,2012/4/18
32.26795069,582,2012/4/19
32.27435939,582,2012/4/20
32.21419144,582,2012/4/21
32.1259683,582,2012/4/22
32.2158947,582,2012/4/23
32.12873459,582,2012/4/24
32.23101107,582,2012/4/25
32.1160024,582,2012/4/26
32.12233734,582,2012/4/27
32.23587036,582,2012/4/28
32.2454141,582,2012/4/29
32.20776367,582,2012/4/30
32.18363508,582,2012/5/1
32.21155739,582,2012/5/2
32.21850395,582,2012/5/3
32.22344017,582,2012/5/4
32.21626854,582,2012/5/5
32.14497821,582,2012/5/6
32.07615725,582,2012/5/7
32.06804021,582,2012/5/8
32.05000559,582,2012/5/9
32.08036995,582,2012/5/10
32.01023547,582,2012/5/11
32.03333092,582,2012/5/12
32.16304779,582,2012/5/13
32.24333954,582,2012/5/14
32.36632601,582,2012/5/15
32.42818705,582,2012/5/16
32.43054708,582,2012/5/17
32.38789558,582,2012/5/18
32.40816561,582,2012/5/19
32.49992243,582,2012/5/20
32.11086655,582,2012/5/21
32.00738239,582,2012/5/22
32.13556163,582,2012/5/23
32.36214574,582,2012/5/24
32.66704686,582,2012/5/25
32.73672549,582,2012/5/26
32.76738103,582,2012/5/27
32.77645048,582,2012/5/28
32.77004941,582,2012/5/29
32.73536046,582,2012/5/30
32.68457731,582,2012/5/31
32.65021769,582,2012/6/1
32.60779381,582,2012/6/2
32.57264264,582,2012/6/3
32.52688281,582,2012/6/4
32.40569433,582,2012/6/5
32.3617719,582,2012/6/6
32.3173008,582,2012/6/7
32.21343994,582,2012/6/8
32.11390877,582,2012/6/9
32.05403519,582,2012/6/10
32.02057457,582,2012/6/11
31.97718175,582,2012/6/12
31.92079767,582,2012/6/13
31.92057069,582,2012/6/14
31.91931343,582,2012/6/15
31.88133462,582,2012/6/16
31.66829586,582,2012/6/17
31.4119002,582,2012/6/18
31.43720849,582,2012/6/19
31.40914599,582,2012/6/20
31.56800334,582,2012/6/21
31.88942814,582,2012/6/22
31.9301904,582,2012/6/23
31.93670623,582,2012/6/24
31.96918805,582,2012/6/25
32.01138878,582,2012/6/26
32.00386111,582,2012/6/27
31.99652958,582,2012/6/28
32.03833008,582,2012/6/29
32.03409386,582,2012/6/30
32.03789711,582,2012/7/1
32.02609507,582,2012/7/2
32.00959841,582,2012/7/3
31.99312178,582,2012/7/4
31.96127033,582,2012/7/5
31.90899531,582,2012/7/6
31.89596907,582,2012/7/7
31.91148376,582,2012/7/8
31.92703247,582,2012/7/9
31.94894663,582,2012/7/10
31.96691608,582,2012/7/11
31.94803778,582,2012/7/12
31.88090897,582,2012/7/13
31.76761945,582,2012/7/14
31.67199039,582,2012/7/15
31.71801249,582,2012/7/16
31.85015011,582,2012/7/17
31.93825563,582,2012/7/18
31.98213387,582,2012/7/19
31.9968036,582,2012/7/20
31.95591863,582,2012/7/21
31.95865218,582,2012/7/22
31.95327854,582,2012/7/23
31.89863873,582,2012/7/24
31.86980025,582,2012/7/25
31.88576953,582,2012/7/26
31.90335973,582,2012/7/27
31.90016238,582,2012/7/28
31.88407485,582,2012/7/29
31.87951374,582,2012/7/30
31.87730567,582,2012/7/31
31.87025038,582,2012/8/1
31.86205355,582,2012/8/2
31.84883118,582,2012/8/3
31.82921727,582,2012/8/4
31.81267611,582,2012/8/5
31.80512524,582,2012/8/6
31.80062071,582,2012/8/7
31.79817613,582,2012/8/8
31.80676428,582,2012/8/9
31.83170827,582,2012/8/10
31.86036174,582,2012/8/11
31.9086202,582,2012/8/12
31.99220594,582,2012/8/13
32.0547835,582,2012/8/14
32.06433932,582,2012/8/15
32.04613113,582,2012/8/16
32.01082166,582,2012/8/17
31.95454725,582,2012/8/18
31.93452644,582,2012/8/19
31.92993069,582,2012/8/20
31.91472626,582,2012/8/21
31.87934748,582,2012/8/22
31.832654,582,2012/8/23
31.76624107,582,2012/8/24
31.70873133,582,2012/8/25
31.68306955,582,2012/8/26
31.73005676,582,2012/8/27
31.75064341,582,2012/8/28
31.73406156,582,2012/8/29
31.71304735,582,2012/8/30
31.78144677,582,2012/8/31
31.91825644,582,2012/9/1
31.98139572,582,2012/9/2
32.07263438,582,2012/9/3
32.1496582,582,2012/9/4
32.21467654,582,2012/9/5
32.26641719,582,2012/9/6
32.32909966,582,2012/9/7
32.37642733,582,2012/9/8
32.41181374,582,2012/9/9
32.4392732,582,2012/9/10
32.38910166,582,2012/9/11
32.29059728,582,2012/9/12
32.29401843,582,2012/9/13
32.29735502,582,2012/9/14
32.29357592,582,2012/9/15
32.27987035,582,2012/9/16
32.27578417,582,2012/9/17
32.28794797,582,2012/9/18
32.33029111,582,2012/9/19
32.30873426,582,2012/9/20
32.20905368,582,2012/9/21
32.12970479,582,2012/9/22
32.29374695,582,2012/9/23
32.37318738,582,2012/9/24
32.40158463,582,2012/9/25
32.43878492,582,2012/9/26
32.41959445,582,2012/9/27
32.43172455,582,2012/9/28
32.4392484,582,2012/9/29
32.423364,582,2012/9/30
32.40439987,582,2012/10/1
32.39710299,582,2012/10/2
32.38417943,582,2012/10/3
32.39948845,582,2012/10/4
32.46800741,582,2012/10/5
32.52811813,582,2012/10/6
32.55632846,582,2012/10/7
32.54271126,582,2012/10/8
32.3293883,582,2012/10/9
32.13336245,582,2012/10/10
32.04400317,582,2012/10/11
31.89113267,582,2012/10/12
31.98444525,582,2012/10/13
32.13337739,582,2012/10/14
32.28178978,582,2012/10/15
32.22331556,582,2012/10/16
32.19766998,582,2012/10/17
32.17080879,582,2012/10/18
32.13385328,582,2012/10/19
32.09740194,582,2012/10/20
32.04330381,582,2012/10/21
32.01542918,582,2012/10/22
31.99521955,582,2012/10/23
31.97739601,582,2012/10/24
31.99733988,582,2012/10/25
32.06683159,582,2012/10/26
32.11323293,582,2012/10/27
32.08896255,582,2012/10/28
31.49930127,582,2012/10/29
30.88199584,582,2012/10/30
31.64021111,582,2012/10/31
32.03629684,582,2012/11/1
31.92527326,582,2012/11/2
31.9679842,582,2012/11/3
31.91078854,582,2012/11/4
31.55175845,582,2012/11/5
31.78515434,582,2012/11/6
32.23517036,582,2012/11/7
32.29959361,582,2012/11/8
31.92740122,582,2012/11/9
31.77704461,582,2012/11/10
32.10270468,582,2012/11/11
32.24741554,582,2012/11/12
32.2485288,582,2012/11/13
32.22208405,582,2012/11/14
32.49260775,583,2012/1/1
32.51430957,583,2012/1/2
32.55061531,583,2012/1/3
32.49600093,583,2012/1/4
32.22595215,583,2012/1/5
31.78975137,583,2012/1/6
31.62527498,583,2012/1/7
31.73763529,583,2012/1/8
31.87630653,583,2012/1/9
31.95364285,583,2012/1/10
31.97244581,583,2012/1/11
31.98050944,583,2012/1/12
31.91690381,583,2012/1/13
31.8949763,583,2012/1/14
32.02746169,583,2012/1/15
32.04374441,583,2012/1/16
32.06387266,583,2012/1/17
32.17678324,583,2012/1/18
32.14896329,583,2012/1/19
32.07270241,583,2012/1/20
32.04698817,583,2012/1/21
31.9155604,583,2012/1/22
31.98060131,583,2012/1/23
31.86959648,583,2012/1/24
31.78220272,583,2012/1/25
31.75236225,583,2012/1/26
31.64194171,583,2012/1/27
31.61855475,583,2012/1/28
31.77283827,583,2012/1/29
31.87887383,583,2012/1/30
31.9543457,583,2012/1/31
31.98500983,583,2012/2/1
31.94774214,583,2012/2/2
31.75293477,583,2012/2/3
31.6631155,583,2012/2/4
31.69014041,583,2012/2/5
31.767272,583,2012/2/6
31.79869779,583,2012/2/7
31.79792086,583,2012/2/8
31.7790823,583,2012/2/9
31.7936875,583,2012/2/10
31.84490871,583,2012/2/11
